% Module: Sweep, ID: c0p1t8p1cfm0
% Devices: DEV30370
% Time: 2025/11/21 14:18:39
% Demod 1 Sample X, /dev30370/demods/0/sample.X
% Frequency (Hz); Demod 1 Sample X  Amplitude (A)
% Demod 1 Sample Y, /dev30370/demods/0/sample.Y
% Frequency (Hz); Demod 1 Sample Y  Amplitude (A)
156349.5331844754; -9.75041744694e-09
156416.9678507838; -9.86156649356e-09
156484.4316021436; -9.94354118618e-09
156551.9244510994; -1.02019887239e-08
156619.4464102016; -1.03275992303e-08
156686.997492005; -1.02690655019e-08
156754.5777090707; -1.0421530181e-08
156822.1870739653; -1.06356460303e-08
156889.8255992597; -1.07897331481e-08
156957.4932975315; -1.09322909963e-08
157025.1901813634; -1.08480281451e-08
157092.9162633427; -1.13448393919e-08
157160.6715560631; -1.14687915003e-08
157228.4560721238; -1.12386882834e-08
157296.2698241284; -1.15600788727e-08
157364.1128246867; -1.17537872655e-08
157431.9850864144; -1.17632993307e-08
157499.8866219311; -1.19574432972e-08
157567.8174438634; -1.21168730318e-08
157635.7775648429; -1.22473838707e-08
157703.7669975059; -1.24991312649e-08
157771.7857544951; -1.2600546323e-08
157839.8338484585; -1.2528769429e-08
157907.9112920488; -1.26787212332e-08
157976.0180979249; -1.28345831873e-08
158044.1542787514; -1.29102893737e-08
158112.3198471973; -1.30342918564e-08
158180.514815938; -1.33754985256e-08
158248.7391976543; -1.34077645845e-08
158316.9930050316; -1.36576099068e-08
158385.2762507617; -1.36742836637e-08
158453.5889475417; -1.38150221996e-08
158521.9311080743; -1.3987102186e-08
158590.3027450667; -1.41755130438e-08
158658.7038712327; -1.4114750104e-08
158727.1344992915; -1.42346094315e-08
158795.5946419669; -1.43717656595e-08
158864.084311989; -1.45454850676e-08
158932.6035220935; -1.46453173641e-08
159001.1522850206; -1.47775162995e-08
159069.7306135169; -1.48841390973e-08
159138.3385203347; -1.50114225855e-08
159206.9760182307; -1.53423331442e-08
159275.6431199679; -1.54205706381e-08
159344.3398383151; -1.56139179376e-08
159413.0661860455; -1.57319177197e-08
159481.8221759387; -1.58964209665e-08
159550.60782078; -1.59950731401e-08
159619.4231333591; -1.61220698345e-08
159688.2681264722; -1.62808299315e-08
159757.1428129211; -1.63869900626e-08
159826.0472055121; -1.65122096274e-08
159894.9813170579; -1.66142393937e-08
159963.945160377; -1.67614498703e-08
160032.9387482921; -1.67656571962e-08
160101.9620936327; -1.67649492624e-08
160171.0152092337; -1.69125325603e-08
160240.0981079344; -1.70940446703e-08
160309.2108025811; -1.72614167552e-08
160378.3533060247; -1.73557990254e-08
160447.5256311225; -1.75048611433e-08
160516.727790736; -1.76709874099e-08
160585.9597977334; -1.77687803517e-08
160655.2216649885; -1.78473065264e-08
160724.5134053795; -1.79654287015e-08
160793.8350317912; -1.80886601794e-08
160863.186557114; -1.80671908502e-08
160932.5679942429; -1.83126158021e-08
161001.9793560794; -1.8270197639e-08
161071.4206555305; -1.84713628776e-08
161140.8919055079; -1.84306141158e-08
161210.3931189299; -1.86100007435e-08
161279.9243087201; -1.87319999558e-08
161349.4854878069; -1.88722112732e-08
161419.0766691253; -1.89639200731e-08
161488.6978656158; -1.9070349034e-08
161558.3490902234; -1.90549419024e-08
161628.0303558999; -1.91054505459e-08
161697.7416756025; -1.91844684297e-08
161767.4830622931; -1.93410984831e-08
161837.25452894; -1.93433995008e-08
161907.0560885173; -1.94508011388e-08
161976.8877540037; -1.96868360437e-08
162046.7495383844; -1.97712401829e-08
162116.6414546501; -1.96169956876e-08
162186.5635157964; -1.97246527714e-08
162256.5157348253; -1.97785414507e-08
162326.498124744; -1.98810841142e-08
162396.5106985659; -1.98745327381e-08
162466.5534693088; -2.00879469458e-08
162536.6264499971; -2.01877285868e-08
162606.729653661; -2.02300569984e-08
162676.8630933352; -2.01989892203e-08
162747.026782061; -2.02391347834e-08
162817.2207328854; -2.05060668984e-08
162887.44495886; -2.05795808012e-08
162957.699473043; -2.05127828878e-08
163027.9842884983; -2.07288136557e-08
163098.2994182943; -2.07754205497e-08
163168.6448755062; -2.08197125484e-08
163239.0206732147; -2.08565555867e-08
163309.4268245053; -2.09146909067e-08
163379.86334247; -2.09423975378e-08
163450.3302402064; -2.09764237869e-08
163520.827530817; -2.10177617073e-08
163591.3552274107; -2.11018254729e-08
163661.9133431021; -2.11385564467e-08
163732.5018910107; -2.11313348207e-08
163803.1208842623; -2.10153132406e-08
163873.7703359886; -2.09546561793e-08
163944.4502593259; -2.10213721079e-08
164015.160667417; -2.09895809125e-08
164085.9015734108; -2.09683991706e-08
164156.6729904603; -2.10188395257e-08
164227.4749317257; -2.10657384809e-08
164298.3074103722; -2.11926894685e-08
164369.1704395711; -2.10801269348e-08
164440.0640324985; -2.11720420995e-08
164510.988202337; -2.10209593407e-08
164581.9429622751; -2.09966551458e-08
164652.9283255057; -2.10071944239e-08
164723.9443052286; -2.09538839498e-08
164794.9909146493; -2.1079759887e-08
164866.0681669779; -2.11923438775e-08
164937.1760754313; -2.11931895941e-08
165008.3146532319; -2.09875988865e-08
165079.4839136071; -2.08808376874e-08
165150.6838697907; -2.10176887701e-08
165221.9145350224; -2.04165875475e-08
165293.1759225466; -2.08967254747e-08
165364.4680456144; -2.07643262915e-08
165435.7909174826; -2.09776997536e-08
165507.1445514126; -2.08239993786e-08
165578.5289606727; -2.06363139375e-08
165649.9441585368; -2.02532700409e-08
165721.3901582837; -2.02876188307e-08
165792.8669731987; -2.01640336202e-08
165864.374616573; -2.01158604479e-08
165935.9131017024; -2.00541286611e-08
166007.4824418896; -1.9973776326e-08
166079.0826504428; -1.98293195738e-08
166150.7137406751; -1.97771691217e-08
166222.3757259065; -1.96066201042e-08
166294.068619462; -1.95612348223e-08
166365.7924346731; -1.94328923607e-08
166437.5471848757; -1.92260382894e-08
166509.3328834127; -1.92499674011e-08
166581.1495436328; -1.93004326997e-08
166652.9971788891; -1.91257644644e-08
166724.8758025418; -1.88670835815e-08
166796.7854279567; -1.87549336025e-08
166868.7260685044; -1.86653919928e-08
166940.6977375624; -1.84957162097e-08
167012.7004485138; -1.84227349865e-08
167084.7342147465; -1.8277099836e-08
167156.7990496551; -1.81307522028e-08
167228.8949666403; -1.80433345257e-08
167301.0219791071; -1.78413451211e-08
167373.1801004678; -1.7733119061e-08
167445.36934414; -1.78414670955e-08
167517.5897235464; -1.74885492543e-08
167589.8412521163; -1.72229794896e-08
167662.1239432851; -1.73242588269e-08
167734.4378104926; -1.71272372122e-08
167806.7828671857; -1.69919325318e-08
167879.1591268169; -1.66235549228e-08
167951.5666028436; -1.62704928443e-08
168024.0053087299; -1.65763157565e-08
168096.475257946; -1.64040743186e-08
168168.9764639666; -1.62532995793e-08
168241.5089402732; -1.60343274922e-08
168314.0727003531; -1.58801335899e-08
168386.6677576994; -1.57054816317e-08
168459.2941258102; -1.55254995095e-08
168531.9518181904; -1.53250683042e-08
168604.6408483508; -1.48111038757e-08
168677.3612298068; -1.4635315858e-08
168750.1129760808; -1.44281096599e-08
168822.8961007011; -1.42897773267e-08
168895.7106172006; -1.42172510784e-08
168968.5565391193; -1.42835918799e-08
169041.4338800028; -1.40832597987e-08
169114.3426534018; -1.39699714796e-08
169187.2828728735; -1.3749521866e-08
169260.2545519814; -1.3501110338e-08
169333.2577042934; -1.34454651925e-08
169406.2923433845; -1.33026047921e-08
169479.3584828355; -1.30571043098e-08
169552.4561362321; -1.29017127703e-08
169625.5853171668; -1.27247878558e-08
169698.746039238; -1.24492557685e-08
169771.9383160489; -1.22884868962e-08
169845.1621612097; -1.21426374391e-08
169918.4175883363; -1.18495479194e-08
169991.7046110496; -1.18257643135e-08
170065.0232429774; -1.18719655947e-08
170138.3734977529; -1.17175272437e-08
170211.7553890155; -1.13433406146e-08
170285.1689304098; -1.12198311156e-08
170358.6141355869; -1.10839058973e-08
170432.091018204; -1.09226669728e-08
170505.5995919232; -1.05530177272e-08
170579.1398704132; -1.0434572474e-08
170652.7118673491; -1.03870413965e-08
170726.3155964105; -1.01237449692e-08
170799.951071284; -1.01971329923e-08
170873.6183056622; -1.00498055838e-08
170947.3173132425; -9.93908816191e-09
171021.0481077293; -9.82151897987e-09
171094.8107028327; -9.53817975069e-09
171168.605112268; -9.32437553865e-09
171242.4313497572; -9.16602593438e-09
171316.2894290284; -9.15299600059e-09
171390.1793638144; -9.03482652536e-09
171464.1011678551; -8.74213284603e-09
171538.0548548964; -8.6040898872e-09
171612.0404386887; -8.45303843273e-09
171686.0579329899; -8.424128116e-09
171760.1073515635; -8.33973852921e-09
171834.1887081779; -8.20840402423e-09
171908.3020166086; -8.07967137709e-09
171982.4472906369; -7.93550973535e-09
172056.6245440493; -7.79569072797e-09
172130.833790639; -7.75126262733e-09
172205.0750442052; -7.57987395416e-09
172279.348318552; -7.43204203992e-09
172353.6536274905; -7.36575383714e-09
172427.9909848376; -7.21997681737e-09
172502.3604044164; -7.11275731926e-09
172576.7619000546; -6.85881163683e-09
172651.1954855874; -6.81802322293e-09
172725.6611748557; -6.89419701213e-09
172800.1589817054; -6.7719713902e-09
172874.6889199893; -6.67472870468e-09
172949.2510035663; -6.5863365072e-09
173023.8452463002; -6.47125108885e-09
173098.4716620619; -6.37315928763e-09
173173.1302647281; -6.31630755733e-09
173247.8210681806; -6.1908136704e-09
173322.5440863081; -6.17913464623e-09
173397.2993330055; -6.08644550246e-09
173472.0868221724; -5.81359682042e-09
173546.9065677156; -5.68320403194e-09
173621.7585835479; -5.77576640882e-09
173696.6428835869; -5.73587627902e-09
173771.5594817574; -5.66695323952e-09
173846.5083919902; -5.55845993041e-09
173921.489628221; -5.49556658456e-09
173996.5032043926; -5.38593111756e-09
174071.5491344538; -5.32813544634e-09
174146.6274323583; -5.25354769283e-09
174221.738112067; -5.21597277075e-09
174296.8811875463; -5.13290968119e-09
174372.0566727692; -5.07688714054e-09
174447.2645817135; -5.08900662465e-09
174522.5049283642; -4.99796480057e-09
174597.7777267121; -4.91929676293e-09
174673.0829907533; -4.88495930765e-09
174748.4207344908; -4.80966916262e-09
174823.7909719337; -4.6595560318e-09
174899.1937170959; -4.55565824723e-09
174974.6289839988; -4.50521563647e-09
175050.0967866694; -4.43773492645e-09
175125.5971391401; -4.43417832427e-09
175201.13005545; -4.38185580458e-09
175276.6955496446; -4.31278890266e-09
175352.2936357743; -4.25106655092e-09
175427.9243278966; -4.15250953998e-09
175503.5876400748; -4.14539682923e-09
175579.2835863778; -4.09860672061e-09
175655.0121808811; -4.10870215845e-09
175730.7734376664; -4.12250537774e-09
175806.5673708206; -4.01900449575e-09
175882.3939944375; -4.00631186135e-09
175958.2533226172; -3.89108191825e-09
176034.1453694646; -3.85533128836e-09
176110.0701490919; -3.9074403888e-09
176186.0276756173; -3.84300807621e-09
176262.0179631641; -3.75820679072e-09
176338.0410258627; -3.82551319002e-09
176414.0968778495; -3.70500158911e-09
176490.1855332663; -3.70267093543e-09
176566.3070062616; -3.63614686301e-09
176642.4613109899; -3.65322348971e-09
176718.6484616121; -3.52922316263e-09
176794.8684722942; -3.48593880698e-09
176871.1213572094; -3.48182618754e-09
176947.4071305368; -3.47751382652e-09
177023.7258064608; -3.39641805431e-09
177100.0773991728; -3.42478597522e-09
177176.4619228705; -3.35944587477e-09
177252.8793917564; -3.35066395631e-09
177329.3298200405; -3.31171830479e-09
177405.8132219387; -3.17315828728e-09
177482.3296116721; -3.27446662326e-09
177558.8790034689; -3.23301635101e-09
177635.4614115636; -3.19023858802e-09
177712.0768501954; -3.15091922787e-09
177788.7253336112; -3.11654600693e-09
177865.4068760636; -3.02455049447e-09
177942.1214918107; -3.00559898878e-09
178018.8691951175; -2.95776326579e-09
178095.6500002552; -2.95106324099e-09
178172.4639215003; -2.98906311457e-09
178249.3109731362; -2.90069346121e-09
178326.1911694527; -2.9041507081e-09
178403.1045247446; -2.90288713817e-09
178480.051053314; -2.87197129533e-09
178557.0307694688; -2.82013275548e-09
178634.0436875233; -2.7524158759e-09
178711.0898217971; -2.72125935218e-09
178788.1691866169; -2.75651028134e-09
178865.2817963156; -2.71224838105e-09
178942.4276652313; -2.66658259123e-09
179019.6068077093; -2.65733002071e-09
179096.819238101; -2.63961054318e-09
179174.064970763; -2.61131817753e-09
179251.3440200593; -2.58360221757e-09
179328.6564003598; -2.52609359011e-09
179406.0021260398; -2.52522877852e-09
179483.3812114816; -2.48823456724e-09
179560.7936710741; -2.43660124877e-09
179638.2395192109; -2.4407311387e-09
179715.7187702931; -2.37550825138e-09
179793.2314387281; -2.39848211884e-09
179870.7775389283; -2.42157278079e-09
179948.3570853132; -2.37388901187e-09
180025.970092309; -2.31964690612e-09
180103.6165743467; -2.32035455877e-09
180181.2965458646; -2.27671397742e-09
180259.0100213074; -2.24112825446e-09
180336.7570151249; -2.22939967448e-09
180414.5375417741; -2.21751857809e-09
180492.3516157183; -2.17258530317e-09
180570.1992514259; -2.15653557696e-09
180648.0804633729; -2.171102528e-09
180725.9952660412; -2.11094570481e-09
180803.9436739179; -2.07284868786e-09
180881.9257014977; -2.06831244158e-09
180959.941363281; -2.04237650413e-09
181037.9906737747; -2.07858408964e-09
181116.0736474911; -1.9914558495e-09
181194.1902989497; -1.98990611057e-09
181272.3406426764; -1.94926715138e-09
181350.5246932021; -1.94688463625e-09
181428.7424650652; -1.89182911799e-09
181506.9939728103; -1.93513414324e-09
181585.2792309872; -1.91639205785e-09
181663.598254153; -1.86048373111e-09
181741.9510568713; -1.86450300618e-09
181820.3376537106; -1.87961396511e-09
181898.7580592469; -1.85588451378e-09
181977.2122880626; -1.83602999397e-09
182055.7003547451; -1.8338350111e-09
182134.2222738894; -1.80367168419e-09
182212.7780600965; -1.82157401395e-09
182291.3677279729; -1.75389101302e-09
182369.9912921323; -1.76824147061e-09
182448.6487671948; -1.77266978258e-09
182527.3401677857; -1.73401151224e-09
182606.0655085377; -1.80113508431e-09
182684.8248040897; -1.75983399808e-09
182763.6180690861; -1.70335458927e-09
182842.4453181783; -1.6518617716e-09
182921.3065660241; -1.70049861656e-09
183000.2018272876; -1.6792472304e-09
183079.1311166384; -1.61913054673e-09
183158.0944487534; -1.65152287888e-09
183237.0918383158; -1.51049398754e-09
183316.1233000142; -1.49917339473e-09
183395.1888485443; -1.64170956108e-09
183474.2884986087; -1.75086773402e-09
183553.4222649146; -1.43848083649e-09
183632.5901621771; -1.51671307547e-09
183711.7922051174; -1.40036963574e-09
183791.0284084621; -1.53481352223e-09
183870.2987869452; -1.65511070416e-09
183949.603355307; -1.77724931756e-09
184028.9421282932; -1.77839789877e-09
184108.3151206567; -1.49836285022e-09
184187.7223471571; -1.51666541293e-09
184267.163822559; -1.43154149296e-09
184346.6395616345; -1.45028431566e-09
184426.1495791623; -1.50628946711e-09
184505.6938899261; -1.46668029516e-09
184585.2725087172; -1.48506052508e-09
184664.8854503332; -1.43707049241e-09
184744.5327295772; -1.42897501338e-09
184824.2143612595; -1.46390586365e-09
184903.930360197; -1.43697665442e-09
184983.6807412117; -1.41077627355e-09
185063.4655191333; -1.40812991484e-09
185143.2847087974; -1.35675233581e-09
185223.1383250464; -1.34860826948e-09
185303.026382728; -1.39041043731e-09
185382.9488966974; -1.38040818762e-09
185462.9058818161; -1.35969053079e-09
185542.8973529512; -1.36670667302e-09
185622.9233249771; -1.34079025547e-09
185702.9838127746; -1.31981980842e-09
185783.0788312298; -1.34520946357e-09
185863.2083952364; -1.31865601868e-09
185943.3725196946; -1.33196427976e-09
186023.5712195098; -1.28312309442e-09
186103.804509595; -1.3715420724e-09
186184.0724048695; -1.27927537454e-09
186264.3749202581; -1.29836266351e-09
186344.7120706931; -1.2941794875e-09
186425.0838711131; -1.25204286328e-09
186505.4903364622; -1.27310036259e-09
186585.9314816921; -1.23923726464e-09
186666.4073217607; -1.27770261038e-09
186746.9178716314; -1.25038404035e-09
186827.4631462753; -1.22438662521e-09
186908.0431606696; -1.2096126845e-09
186988.6579297973; -1.19938799916e-09
187069.3074686485; -1.17546744775e-09
187149.9917922198; -1.22329577891e-09
187230.7109155144; -1.21578851498e-09
187311.464853541; -1.18087193597e-09
187392.2536213157; -1.16224147142e-09
187473.0772338612; -1.1599034884e-09
187553.9357062056; -1.14691696827e-09
187634.8290533846; -1.16070138622e-09
187715.7572904402; -1.17048696126e-09
187796.7204324201; -1.10301336188e-09
187877.7184943792; -1.17976855545e-09
187958.7514913792; -1.11239127466e-09
188039.8194384872; -1.08287020498e-09
188120.9223507776; -1.12946403362e-09
188202.0602433317; -1.1187253638e-09
188283.2331312358; -1.11838319694e-09
188364.4410295842; -1.14706427979e-09
188445.6839534773; -1.09049371355e-09
188526.9619180214; -1.10783462121e-09
188608.2749383299; -1.10656885811e-09
188689.6230295232; -1.06280975147e-09
188771.0062067267; -1.1231847989e-09
188852.4244850737; -1.01777565914e-09
188933.8778797039; -1.18971705668e-09
189015.3664057626; -1.10783781413e-09
189096.8900784024; -1.12555098705e-09
189178.4489127827; -1.25156508184e-09
189260.0429240684; -1.21642344912e-09
189341.6721274317; -9.76878311191e-10
189423.3365380518; -1.18037335372e-09
189505.0361711129; -9.46307621942e-10
189586.7710418072; -1.16649929043e-09
189668.5411653329; -9.47412477079e-10
189750.3465568952; -1.25386889878e-09
189832.1872317046; -1.12750090894e-09
189914.0632049794; -1.00902307676e-09
189995.9744919446; -9.41257747333e-10
190077.9211078304; -1.04057550955e-09
190159.9030678747; -1.01660460879e-09
190241.9203873223; -9.31995823006e-10
190323.973081423; -9.83866223292e-10
190406.0611654346; -9.84240288078e-10
190488.1846546213; -1.00745524881e-09
190570.343564253; -9.86732924445e-10
190652.5379096071; -9.62780156446e-10
190734.7677059677; -9.9824596698e-10
190817.0329686243; -9.59228834131e-10
190899.333712874; -9.86809566924e-10
190981.6699540208; -9.05520207781e-10
191064.041707374; -9.31567547381e-10
191146.4489882506; -9.39798309821e-10
191228.8918119742; -9.45816356522e-10
191311.3701938741; -9.37203525137e-10
191393.884149287; -9.16595895812e-10
191476.4336935564; -9.33642599081e-10
191559.0188420314; -9.21342149734e-10
191641.6396100686; -9.15765087838e-10
191724.296013031; -9.10010366101e-10
191806.9880662887; -9.00268054761e-10
191889.715785217; -9.30823697941e-10
191972.4791851992; -8.94688874668e-10
192055.2782816251; -9.33627065638e-10
192138.1130898902; -8.88233348497e-10
192220.9836253976; -8.99135975486e-10
192303.8899035571; -9.33363765668e-10
192386.8319397839; -8.8619668052e-10
192469.8097495013; -9.53581265653e-10
192552.8233481388; -8.7044030269e-10
192635.8727511318; -1.06342660283e-09
192718.9579739234; -1.03666150073e-09
192802.0790319631; -9.99333370426e-10
192885.2359407064; -4.98863941782e-10
192968.4287156162; -7.4420299746e-10
193051.6573721622; -6.36066582621e-10
193134.9219258197; -1.19583848263e-09
193218.2223920716; -4.59048536211e-10
193301.558786408; -8.27229152913e-10
193384.9311243238; -7.16345618183e-10
193468.3394213223; -7.9839948387e-10
193551.7836929132; -8.888010502e-10
193635.263954612; -7.18203401638e-10
193718.7802219416; -7.24150316921e-10
193802.3325104321; -7.58358199803e-10
193885.9208356188; -7.19569988405e-10
193969.5452130451; -7.08953611641e-10
194053.2056582607; -7.63779283694e-10
194136.9021868214; -8.3686577936e-10
194220.6348142905; -7.31147670305e-10
194304.4035562377; -7.6638397829e-10
194388.2084282398; -8.23179342065e-10
194472.0494458792; -7.43584833938e-10
194555.9266247461; -7.64471465381e-10
194639.8399804376; -7.81166985386e-10
194723.7895285562; -7.8614207953e-10
194807.7752847123; -7.45914587854e-10
194891.7972645231; -7.66151813936e-10
194975.8554836113; -7.32672209561e-10
195059.9499576076; -7.44461942318e-10
195144.0807021494; -7.78270691963e-10
195228.2477328796; -7.29973570756e-10
195312.4510654492; -7.45259727668e-10
195396.6907155157; -7.64600875326e-10
195480.9666987423; -7.12180893603e-10
195565.2790308003; -7.51398024207e-10
195649.6277273675; -6.96518035093e-10
195734.0128041273; -6.94831775582e-10
195818.4342767713; -6.77552733006e-10
195902.8921609977; -7.03713699174e-10
195987.3864725101; -7.3127616174e-10
196071.9172270204; -7.12500653824e-10
196156.484440247; -6.75492202513e-10
196241.0881279141; -7.25667414371e-10
196325.7283057538; -6.58686173875e-10
196410.4049895046; -7.01552444992e-10
196495.118194912; -6.86274360971e-10
196579.8679377274; -6.79215136249e-10
196664.6542337099; -6.95671612448e-10
196749.4770986257; -6.71732759564e-10
196834.3365482464; -6.51073043846e-10
196919.2325983516; -6.63167946885e-10
197004.1652647277; -6.83634319359e-10
197089.1345631669; -6.79747997054e-10
197174.1405094691; -6.54385403583e-10
197259.1831194414; -6.39651777337e-10
197344.2624088961; -6.76413618069e-10
197429.3783936538; -6.55492739322e-10
197514.5310895419; -6.46295935484e-10
197599.7205123933; -6.5142870094e-10
197684.946678049; -6.53019972764e-10
197770.2096023568; -6.06889060695e-10
197855.5093011703; -6.4471733535e-10
197940.8457903508; -6.5760366915e-10
198026.2190857669; -6.08206091657e-10
198111.6292032925; -6.06864029733e-10
198197.0761588095; -5.90757124719e-10
198282.5599682069; -6.03574520277e-10
198368.0806473792; -6.08687147244e-10
198453.6382122291; -6.02169755983e-10
198539.232678666; -6.29949068153e-10
198624.8640626049; -5.86971657318e-10
198710.5323799691; -6.05476960817e-10
198796.2376466887; -6.43106268696e-10
198881.9798786993; -6.18284565183e-10
198967.7590919448; -5.95994406623e-10
199053.5753023753; -6.11642419011e-10
199139.4285259486; -6.16701335008e-10
199225.3187786277; -5.9542218735e-10
199311.246076384; -5.86221222098e-10
199397.2104351958; -5.93801379491e-10
199483.2118710468; -5.42846471308e-10
199569.2503999292; -5.95611137991e-10
199655.3260378418; -6.1518905505e-10
199741.4388007891; -5.62602460599e-10
199827.5887047839; -5.64605331155e-10
199913.7757658458; -5.64759184715e-10
200000; -5.26274387808e-10
